date,views,title,lang
202101,561489,Taylor Swift,en
202102,644650,Taylor Swift,en
202103,866319,Taylor Swift,en
202104,829771,Taylor Swift,en
202105,641239,Taylor Swift,en
202106,573933,Taylor Swift,en
202107,544678,Taylor Swift,en
202108,518744,Taylor Swift,en
202109,507087,Taylor Swift,en
202110,544143,Taylor Swift,en
202111,1586887,Taylor Swift,en
202112,640727,Taylor Swift,en
202201,567430,Taylor Swift,en
202202,468097,Taylor Swift,en
202203,532982,Taylor Swift,en
202204,465894,Taylor Swift,en
202205,756353,Taylor Swift,en
202206,431661,Taylor Swift,en
202207,466699,Taylor Swift,en
202208,644818,Taylor Swift,en
202209,628437,Taylor Swift,en
202210,1431262,Taylor Swift,en
202211,1624061,Taylor Swift,en
202212,880978,Taylor Swift,en
202301,845312,Taylor Swift,en
202302,1732472,Taylor Swift,en
202303,1275478,Taylor Swift,en
202304,1458178,Taylor Swift,en
202305,1897048,Taylor Swift,en
202306,1804611,Taylor Swift,en
202307,2518796,Taylor Swift,en
202308,2354306,Taylor Swift,en
202309,3367789,Taylor Swift,en
202310,3433716,Taylor Swift,en
202311,2478363,Taylor Swift,en
202312,60540,Taylor Swift,en
