date,views,title,lang
202101,76959,GameStop,de
202102,34670,GameStop,de
202103,9671,GameStop,de
202104,5528,GameStop,de
202105,4648,GameStop,de
202106,4093,GameStop,de
202107,3397,GameStop,de
202108,2893,GameStop,de
202109,3124,GameStop,de
202110,3034,GameStop,de
202111,3154,GameStop,de
202112,3922,GameStop,de
202201,3723,GameStop,de
202202,2324,GameStop,de
202203,2699,GameStop,de
202204,2276,GameStop,de
202205,2266,GameStop,de
202206,1818,GameStop,de
202207,3769,GameStop,de
202208,3551,GameStop,de
202209,7391,GameStop,de
202210,13207,GameStop,de
202211,15679,GameStop,de
202212,3573,GameStop,de
202301,5283,GameStop,de
202302,5879,GameStop,de
202303,10833,GameStop,de
202304,6881,GameStop,de
202305,10089,GameStop,de
202306,8661,GameStop,de
202307,10784,GameStop,de
202308,11007,GameStop,de
202309,10831,GameStop,de
202310,12106,GameStop,de
202311,12595,GameStop,de
202312,206,GameStop,de
