date,views,title,lang
202101,33598,マーベル・シネマティック・ユニバース,ja
202102,39911,マーベル・シネマティック・ユニバース,ja
202103,46433,マーベル・シネマティック・ユニバース,ja
202104,42619,マーベル・シネマティック・ユニバース,ja
202105,56648,マーベル・シネマティック・ユニバース,ja
202106,42573,マーベル・シネマティック・ユニバース,ja
202107,66483,マーベル・シネマティック・ユニバース,ja
202108,64680,マーベル・シネマティック・ユニバース,ja
202109,71738,マーベル・シネマティック・ユニバース,ja
202110,41752,マーベル・シネマティック・ユニバース,ja
202111,56758,マーベル・シネマティック・ユニバース,ja
202112,50117,マーベル・シネマティック・ユニバース,ja
202201,102637,マーベル・シネマティック・ユニバース,ja
202202,54415,マーベル・シネマティック・ユニバース,ja
202203,41889,マーベル・シネマティック・ユニバース,ja
202204,45209,マーベル・シネマティック・ユニバース,ja
202205,75266,マーベル・シネマティック・ユニバース,ja
202206,46347,マーベル・シネマティック・ユニバース,ja
202207,66387,マーベル・シネマティック・ユニバース,ja
202208,49719,マーベル・シネマティック・ユニバース,ja
202209,49966,マーベル・シネマティック・ユニバース,ja
202210,41985,マーベル・シネマティック・ユニバース,ja
202211,43278,マーベル・シネマティック・ユニバース,ja
202212,30398,マーベル・シネマティック・ユニバース,ja
202301,32003,マーベル・シネマティック・ユニバース,ja
202302,40126,マーベル・シネマティック・ユニバース,ja
202303,29287,マーベル・シネマティック・ユニバース,ja
202304,26762,マーベル・シネマティック・ユニバース,ja
202305,45520,マーベル・シネマティック・ユニバース,ja
202306,33584,マーベル・シネマティック・ユニバース,ja
202307,30589,マーベル・シネマティック・ユニバース,ja
202308,31746,マーベル・シネマティック・ユニバース,ja
202309,23242,マーベル・シネマティック・ユニバース,ja
202310,24454,マーベル・シネマティック・ユニバース,ja
202311,48573,マーベル・シネマティック・ユニバース,ja
202312,965,マーベル・シネマティック・ユニバース,ja
