date,views,title,lang
202109,815,FTX (company),en
202110,27480,FTX (company),en
202111,34680,FTX (company),en
202112,31609,FTX (company),en
202201,50979,FTX (company),en
202202,49287,FTX (company),en
202203,38619,FTX (company),en
202204,44973,FTX (company),en
202205,47723,FTX (company),en
202206,36933,FTX (company),en
202207,35392,FTX (company),en
202208,26685,FTX (company),en
202209,26579,FTX (company),en
202210,23321,FTX (company),en
202211,1175193,FTX (company),en
202212,477021,FTX (company),en
202301,24867,FTX (company),en
202302,9086,FTX (company),en
202303,10776,FTX (company),en
202304,6640,FTX (company),en
202305,4955,FTX (company),en
202306,4456,FTX (company),en
202307,4062,FTX (company),en
202308,4521,FTX (company),en
202309,5077,FTX (company),en
202310,8351,FTX (company),en
202311,7102,FTX (company),en
202312,169,FTX (company),en
