date,views,title,lang
202202,40,Russischer Überfall auf die Ukraine,de
202203,765,Russischer Überfall auf die Ukraine,de
202204,661,Russischer Überfall auf die Ukraine,de
202205,505,Russischer Überfall auf die Ukraine,de
202206,330,Russischer Überfall auf die Ukraine,de
202207,188,Russischer Überfall auf die Ukraine,de
202208,527,Russischer Überfall auf die Ukraine,de
202209,1268,Russischer Überfall auf die Ukraine,de
202210,2841,Russischer Überfall auf die Ukraine,de
202211,500,Russischer Überfall auf die Ukraine,de
202212,531,Russischer Überfall auf die Ukraine,de
202301,1223,Russischer Überfall auf die Ukraine,de
202302,895,Russischer Überfall auf die Ukraine,de
202303,830,Russischer Überfall auf die Ukraine,de
202304,693,Russischer Überfall auf die Ukraine,de
202305,659,Russischer Überfall auf die Ukraine,de
202306,714,Russischer Überfall auf die Ukraine,de
202307,748,Russischer Überfall auf die Ukraine,de
202308,547,Russischer Überfall auf die Ukraine,de
202309,657,Russischer Überfall auf die Ukraine,de
202310,487,Russischer Überfall auf die Ukraine,de
202311,466,Russischer Überfall auf die Ukraine,de
202312,16,Russischer Überfall auf die Ukraine,de
